CUST_ID,INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,GAMBLING_CAT,CREDIT_SCORE
C9Y8DO5DBG,0,12940,22352,10.0658,10.7466,1.7274,0,0,0.3849,0.0399,0.0,0.0,0,0,0.5047,0.0402,0.0,0.0,0,0,0.4879,0.4532,0.0,0.0,0,0,0.1088,0.0007,0.0,0.0,190,103,0.5421,0.0248,0.0147,0.0085,314,154,0.4904,0.227,0.0243,0.014,37,2,0.0541,0.0436,0.0029,0.0017,0,0,0.5062,0.0,0.0,0.0,0,0,0.5133,0.0234,0.0,0.0,2253,497,0.2206,0.2685,0.1741,0.1008,147,75,0.5102,0.0347,0.0114,0.0066,2941,831,0.2826,0.923,0.2273,0.1316,Low,568
C9YG6CTCD9,191188,86904,1459979,0.4545,7.6364,16.7999,17337,10762,0.6208,0.0907,0.1995,0.0119,8697,4372,0.5027,0.0455,0.1001,0.006,37256,24090,0.6466,0.1949,0.4287,0.0255,0,0,0.9006,0.0,0.0,0.0,12622,6329,0.5014,0.066,0.1452,0.0086,9337,4976,0.5329,0.0488,0.1074,0.0064,3822,1809,0.4733,0.02,0.044,0.0026,0,0,0.506,0.0,0.0,0.0,3617,1811,0.5007,0.0189,0.0416,0.0025,76759,50393,0.6565,0.4015,0.8833,0.0526,4360,2199,0.5044,0.0228,0.0502,0.003,173807,106741,0.6141,0.9091,2.0,0.119,High,528
C9ZX3JU5V8,293755,611990,4430808,2.0833,15.0833,7.24,6737,357,0.053,0.0229,0.011,0.0015,0,0,0.5043,0.0,0.0,0.0,12339,7594,0.6154,0.042,0.0202,0.0028,0,0,0.8306,0.0,0.0,0.0,0,0,0.5682,0.0,0.0,0.0,71449,35710,0.4998,0.2432,0.1167,0.0161,9245,227,0.0246,0.0315,0.0151,0.0021,79033,39999,0.5061,0.269,0.1291,0.0178,7298,3322,0.4552,0.0248,0.0119,0.0016,39560,5165,0.1306,0.1347,0.0646,0.0089,19135,9615,0.5025,0.0651,0.0313,0.0043,244796,101989,0.4166,0.8333,0.4,0.0552,No,568
CA1B6JE75J,300602,926857,2730472,3.0833,9.0833,2.9459,13368,5709,0.4271,0.0445,0.0144,0.0049,0,0,0.5044,0.0,0.0,0.0,44339,29800,0.6721,0.1475,0.0478,0.0162,0,0,0.3528,0.0,0.0,0.0,15787,7268,0.4604,0.0525,0.017,0.0058,32668,16910,0.5176,0.1087,0.0352,0.012,13183,7591,0.5758,0.0439,0.0142,0.0048,0,0,0.5061,0.0,0.0,0.0,13134,6576,0.5007,0.0437,0.0142,0.0048,102229,64727,0.6332,0.3401,0.1103,0.0374,15794,7925,0.5018,0.0525,0.017,0.0058,250502,146506,0.5848,0.8333,0.2703,0.0917,High,521
CA1YN8PNU9,36739,390768,63458,10.6363,1.7273,0.1624,714,110,0.1541,0.0194,0.0018,0.0113,0,0,0.4999,0.0,0.0,0.0,7024,3525,0.5019,0.1912,0.018,0.1107,0,0,0.8127,0.0,0.0,0.0,0,0,0.4803,0.0,0.0,0.0,6350,2194,0.3455,0.1728,0.0163,0.1001,2764,819,0.2963,0.0752,0.0071,0.0436,0,0,0.5061,0.0,0.0,0.0,384,192,0.5,0.0105,0.001,0.0061,12924,1269,0.0982,0.3518,0.0331,0.2037,3239,1634,0.5045,0.0882,0.0083,0.051,33399,9743,0.2917,0.9091,0.0855,0.5263,No,724
CA27TJHUUD,20185,16148,187720,0.8,9.3,11.625,374,20,0.0535,0.0185,0.0232,0.002,0,0,0.5021,0.0,0.0,0.0,3373,1718,0.5093,0.1671,0.2089,0.018,0,0,0.7418,0.0,0.0,0.0,0,0,0.5183,0.0,0.0,0.0,4461,2162,0.4846,0.221,0.2763,0.0238,420,55,0.131,0.0208,0.026,0.0022,3323,1682,0.5062,0.1646,0.2058,0.0177,0,0,0.5094,0.0,0.0,0.0,7207,1698,0.2356,0.357,0.4463,0.0384,1027,516,0.5024,0.0509,0.0636,0.0055,20185,7851,0.389,1.0,1.25,0.1075,No,642
CA2QHGY2Y9,55772,39040,139430,0.7,2.5,3.5715,2216,2216,1.0,0.0397,0.0568,0.0159,0,0,0.5019,0.0,0.0,0.0,12371,6165,0.4983,0.2218,0.3169,0.0887,0,0,0.3189,0.0,0.0,0.0,0,0,0.5189,0.0,0.0,0.0,4197,2163,0.5154,0.0753,0.1075,0.0301,1206,725,0.6012,0.0216,0.0309,0.0086,11712,5928,0.5061,0.21,0.3,0.084,1696,850,0.5012,0.0304,0.0434,0.0122,20334,10647,0.5236,0.3646,0.5209,0.1458,2040,1028,0.5039,0.0366,0.0523,0.0146,55772,29722,0.5329,1.0,1.4286,0.4,No,654
CA3CBCGDY0,62176,118134,528496,1.9,8.5,4.4737,6973,3078,0.4414,0.1121,0.059,0.0132,3822,1913,0.5005,0.0615,0.0324,0.0072,11612,6059,0.5218,0.1868,0.0983,0.022,282,150,0.5319,0.0045,0.0024,0.0005,0,0,0.4607,0.0,0.0,0.0,3947,2035,0.5156,0.0635,0.0334,0.0075,1405,701,0.4989,0.0226,0.0119,0.0027,10935,5534,0.5061,0.1759,0.0926,0.0207,1584,792,0.5,0.0255,0.0134,0.003,19705,10285,0.5219,0.3169,0.1668,0.0373,1911,962,0.5034,0.0307,0.0162,0.0036,62176,31509,0.5068,1.0,0.5263,0.1176,No,567
CA4FX4A4DM,46169,369352,60020,8.0,1.3,0.1625,1414,711,0.5028,0.0306,0.0038,0.0236,0,0,0.501,0.0,0.0,0.0,3964,2015,0.5083,0.0859,0.0107,0.066,0,0,0.512,0.0,0.0,0.0,0,0,0.4912,0.0,0.0,0.0,5397,3017,0.559,0.1169,0.0146,0.0899,6798,3936,0.579,0.1472,0.0184,0.1133,8311,4206,0.5061,0.18,0.0225,0.1385,180,90,0.5,0.0039,0.0005,0.003,18270,13730,0.7515,0.3957,0.0495,0.3044,1835,920,0.5014,0.0397,0.005,0.0306,46169,28625,0.62,1.0,0.125,0.7692,No,587
CA4IF6OZRK,181772,677513,1751618,3.7273,9.6363,2.5854,5575,2285,0.4099,0.0307,0.0082,0.0032,24713,12477,0.5049,0.136,0.0365,0.0141,6620,3336,0.5039,0.0364,0.0098,0.0038,0,0,0.8895,0.0,0.0,0.0,0,0,0.4992,0.0,0.0,0.0,51118,26422,0.5169,0.2812,0.0754,0.0292,17678,9312,0.5268,0.0973,0.0261,0.0101,0,0,0.5062,0.0,0.0,0.0,5478,2743,0.5007,0.0301,0.0081,0.0031,40856,17032,0.4169,0.2248,0.0603,0.0233,13209,6631,0.502,0.0727,0.0195,0.0075,165247,80238,0.4856,0.9091,0.2439,0.0943,No,609
CA62RT32BM,490956,1578074,5084904,3.2143,10.3571,3.2222,22360,10137,0.4534,0.0455,0.0142,0.0044,0,0,0.4996,0.0,0.0,0.0,34883,17654,0.5061,0.0711,0.0221,0.0069,0,0,1.1283,0.0,0.0,0.0,17165,8886,0.5177,0.035,0.0109,0.0034,38097,19662,0.5161,0.0776,0.0241,0.0075,13217,4513,0.3415,0.0269,0.0084,0.0026,49679,25143,0.5061,0.1012,0.0315,0.0098,14070,6405,0.4552,0.0287,0.0089,0.0028,142825,75594,0.5293,0.2909,0.0905,0.0281,18387,9257,0.5035,0.0375,0.0117,0.0036,350683,177251,0.5054,0.7143,0.2222,0.069,High,550
CA7DQDTEAY,227752,332869,1681862,1.4615,7.3846,5.0526,10618,5371,0.5058,0.0466,0.0319,0.0063,0,0,0.502,0.0,0.0,0.0,19482,9884,0.5073,0.0855,0.0585,0.0116,0,0,0.5259,0.0,0.0,0.0,11497,5960,0.5184,0.0505,0.0345,0.0068,21151,10959,0.5181,0.0929,0.0635,0.0126,6282,2461,0.3918,0.0276,0.0189,0.0037,27647,13992,0.5061,0.1214,0.0831,0.0164,7830,3564,0.4552,0.0344,0.0235,0.0047,60386,41648,0.6897,0.2651,0.1814,0.0359,10301,5163,0.5012,0.0452,0.0309,0.0061,175194,99002,0.5651,0.7692,0.5263,0.1042,High,565
CA7N3G9WBD,391160,2987040,3591560,7.6364,9.1818,1.2024,11240,9642,0.8578,0.0287,0.0038,0.0031,36678,18408,0.5019,0.0938,0.0123,0.0102,13957,9118,0.6533,0.0357,0.0047,0.0039,0,0,0.939,0.0,0.0,0.0,0,0,0.4696,0.0,0.0,0.0,82405,45879,0.5568,0.2107,0.0276,0.0229,11772,9392,0.7978,0.0301,0.0039,0.0033,80593,40787,0.5061,0.206,0.027,0.0224,8120,4065,0.5006,0.0208,0.0027,0.0023,91327,55950,0.6126,0.2335,0.0306,0.0254,19508,9791,0.5019,0.0499,0.0065,0.0054,355600,203032,0.571,0.9091,0.119,0.099,No,485
CA9QFDHZ3H,517978,924960,1738925,1.7857,3.3571,1.88,14583,6027,0.4133,0.0282,0.0158,0.0084,0,0,0.502,0.0,0.0,0.0,47399,31424,0.663,0.0915,0.0512,0.0273,0,0,0.6161,0.0,0.0,0.0,16536,8591,0.5195,0.0319,0.0179,0.0095,39709,22841,0.5752,0.0767,0.0429,0.0228,19600,13586,0.6932,0.0378,0.0212,0.0113,45622,23089,0.5061,0.0881,0.0493,0.0262,12923,5882,0.4552,0.0249,0.014,0.0074,156593,105122,0.6713,0.3023,0.1693,0.0901,17019,8554,0.5026,0.0329,0.0184,0.0098,369984,225116,0.6084,0.7143,0.4,0.2128,High,538
CAB0YSBYBV,134988,233160,650395,1.7273,4.8182,2.7895,10392,5305,0.5105,0.077,0.0446,0.016,6597,3318,0.503,0.0489,0.0283,0.0101,26544,16795,0.6327,0.1966,0.1138,0.0408,0,0,0.7889,0.0,0.0,0.0,12592,6470,0.5138,0.0933,0.054,0.0194,6858,3552,0.5179,0.0508,0.0294,0.0105,1600,873,0.5456,0.0119,0.0069,0.0025,19005,9618,0.5061,0.1408,0.0815,0.0292,2066,1379,0.6675,0.0153,0.0089,0.0032,33745,21741,0.6443,0.25,0.1447,0.0519,3317,1677,0.5056,0.0246,0.0142,0.0051,122716,70728,0.5764,0.9091,0.5263,0.1887,High,548
CABNDHU99I,88457,114994,8846,1.3,0.1,0.0769,13040,7440,0.5706,0.1474,0.1134,1.4741,4446,2241,0.504,0.0503,0.0387,0.5026,13581,6993,0.5149,0.1535,0.1181,1.5353,0,0,0.6227,0.0,0.0,0.0,0,0,0.5201,0.0,0.0,0.0,5081,2851,0.5611,0.0574,0.0442,0.5744,2127,1335,0.6276,0.024,0.0185,0.2404,12813,6485,0.5061,0.1449,0.1114,1.4485,1547,775,0.501,0.0175,0.0135,0.1749,33594,22755,0.6774,0.3798,0.2921,3.7976,2228,1123,0.504,0.0252,0.0194,0.2519,88457,51998,0.5878,1.0,0.7692,9.9997,No,623
CABUUHVPX0,77574,116361,356840,1.5,4.6,3.0667,5035,866,0.172,0.0649,0.0433,0.0141,0,0,0.5033,0.0,0.0,0.0,16578,8485,0.5118,0.2137,0.1425,0.0465,0,0,0.9847,0.0,0.0,0.0,8217,4352,0.5296,0.1059,0.0706,0.023,5246,2496,0.4758,0.0676,0.0451,0.0147,2014,71,0.0353,0.026,0.0173,0.0056,15746,7969,0.5061,0.203,0.1353,0.0441,2280,1140,0.5,0.0294,0.0196,0.0064,19719,3268,0.1657,0.2542,0.1695,0.0553,2739,1380,0.5038,0.0353,0.0235,0.0077,77574,30027,0.3871,1.0,0.6667,0.2174,High,618
CACKS9ZIK6,72173,413356,419917,5.7273,5.8182,1.0159,2289,670,0.2927,0.0317,0.0055,0.0055,0,0,0.502,0.0,0.0,0.0,3193,1644,0.5149,0.0442,0.0077,0.0076,0,0,0.8047,0.0,0.0,0.0,0,0,0.5314,0.0,0.0,0.0,22537,10618,0.4711,0.3123,0.0545,0.0537,2639,384,0.1455,0.0366,0.0064,0.0063,26371,13347,0.5061,0.3654,0.0638,0.0628,2215,1331,0.6009,0.0307,0.0054,0.0053,0,0,0.4884,0.0,0.0,0.0,6368,3204,0.5031,0.0882,0.0154,0.0152,65612,31198,0.4755,0.9091,0.1587,0.1562,No,624
CAEVPA169N,279778,722759,2797776,2.5833,10.0,3.871,21181,9143,0.4317,0.0757,0.0293,0.0076,6303,3157,0.5009,0.0225,0.0087,0.0023,23407,11915,0.509,0.0837,0.0324,0.0084,0,0,0.7742,0.0,0.0,0.0,0,0,0.5673,0.0,0.0,0.0,25870,13359,0.5164,0.0925,0.0358,0.0092,11894,4465,0.3754,0.0425,0.0165,0.0043,33843,17128,0.5061,0.121,0.0468,0.0121,10457,5235,0.5006,0.0374,0.0145,0.0037,87628,42048,0.4798,0.3132,0.1212,0.0313,12565,6305,0.5018,0.0449,0.0174,0.0045,233148,112755,0.4836,0.8333,0.3226,0.0833,No,625
CAJ8BFRA7Z,9356,135135,19750,14.4437,2.1109,0.1462,733,330,0.4502,0.0783,0.0054,0.0371,0,0,0.5046,0.0,0.0,0.0,2314,1175,0.5078,0.2473,0.0171,0.1172,0,0,0.4325,0.0,0.0,0.0,0,0,0.4897,0.0,0.0,0.0,2839,1466,0.5164,0.3034,0.021,0.1437,3313,1639,0.4947,0.3541,0.0245,0.1677,0,0,0.5062,0.0,0.0,0.0,132,66,0.5,0.0141,0.001,0.0067,0,0,0.4629,0.0,0.0,0.0,1064,537,0.5047,0.1137,0.0079,0.0539,10395,5213,0.5015,1.1111,0.0769,0.5263,No,616
CAK2WWOK6U,0,24710,65305,9.2272,14.7558,2.6429,0,0,0.4728,0.0,0.0,0.0,0,0,0.5046,0.0,0.0,0.0,0,0,0.521,0.3013,0.0,0.0,0,0,0.6414,0.0,0.0,0.0,300,155,0.5167,0.0,0.0121,0.0046,450,231,0.5133,0.0,0.0182,0.0069,31,17,0.5484,0.05,0.0013,0.0005,625,316,0.5056,0.0,0.0253,0.0096,0,0,0.5003,0.0457,0.0,0.0,7202,4525,0.6283,0.1345,0.2915,0.1103,217,109,0.5023,0.0944,0.0088,0.0033,8825,5353,0.6066,1.1121,0.3571,0.1351,Low,436
CAK6E0ZJVU,31419,295339,53412,9.4,1.7,0.1808,992,503,0.5071,0.0316,0.0034,0.0186,0,0,0.5044,0.0,0.0,0.0,5401,2746,0.5084,0.1719,0.0183,0.1011,0,0,0.7991,0.0,0.0,0.0,0,0,0.5157,0.0,0.0,0.0,6559,3372,0.5141,0.2088,0.0222,0.1228,4550,2352,0.5169,0.1448,0.0154,0.0852,11159,5648,0.5061,0.3552,0.0378,0.2089,293,149,0.5085,0.0093,0.001,0.0055,0,0,0.6657,0.0,0.0,0.0,2465,1244,0.5047,0.0785,0.0083,0.0462,31419,16014,0.5097,1.0,0.1064,0.5882,No,626
CAL3ECQ9J8,345957,851587,2448313,2.4615,7.0769,2.875,16863,11586,0.6871,0.0487,0.0198,0.0069,7990,4028,0.5041,0.0231,0.0094,0.0033,44590,29592,0.6636,0.1289,0.0524,0.0182,0,0,1.1118,0.0,0.0,0.0,0,0,0.555,0.0,0.0,0.0,33062,16980,0.5136,0.0956,0.0388,0.0135,9313,7412,0.7959,0.0269,0.0109,0.0038,42975,21749,0.5061,0.1242,0.0505,0.0176,12171,5540,0.4552,0.0352,0.0143,0.005,83241,45112,0.5419,0.2406,0.0977,0.034,15916,7993,0.5022,0.046,0.0187,0.0065,266121,149992,0.5636,0.7692,0.3125,0.1087,No,656
CALTQOWLKH,40323,458212,25660,11.3635,0.6364,0.056,1352,114,0.0843,0.0335,0.003,0.0527,0,0,0.5018,0.0,0.0,0.0,8975,5513,0.6143,0.2226,0.0196,0.3498,0,0,0.8539,0.0,0.0,0.0,0,0,0.4651,0.0,0.0,0.0,7325,3092,0.4221,0.1817,0.016,0.2855,4462,1417,0.3176,0.1107,0.0097,0.1739,0,0,0.506,0.0,0.0,0.0,394,198,0.5025,0.0098,0.0009,0.0154,10849,957,0.0882,0.2691,0.0237,0.4228,3300,1664,0.5042,0.0818,0.0072,0.1286,36657,12955,0.3534,0.9091,0.08,1.4286,No,690
CAMW5XTBPA,192874,546475,707203,2.8333,3.6667,1.2941,14975,11393,0.7608,0.0776,0.0274,0.0212,3477,1749,0.503,0.018,0.0064,0.0049,13244,6761,0.5105,0.0687,0.0242,0.0187,0,0,1.0253,0.0,0.0,0.0,7138,3920,0.5492,0.037,0.0131,0.0101,17225,10220,0.5933,0.0893,0.0315,0.0244,10442,7979,0.7641,0.0541,0.0191,0.0148,18770,9499,0.5061,0.0973,0.0343,0.0265,5317,2903,0.546,0.0276,0.0097,0.0075,63191,37833,0.5987,0.3276,0.1156,0.0894,6949,3486,0.5017,0.036,0.0127,0.0098,160728,95743,0.5957,0.8333,0.2941,0.2273,High,580
CANIF5M5LL,102972,102972,600670,1.0,5.8333,5.8333,2461,487,0.1979,0.0239,0.0239,0.0041,2911,1472,0.5057,0.0283,0.0283,0.0048,15120,9619,0.6362,0.1468,0.1468,0.0252,0,0,0.8138,0.0,0.0,0.0,4332,1812,0.4183,0.0421,0.0421,0.0072,10881,5087,0.4675,0.1057,0.1057,0.0181,2840,121,0.0426,0.0276,0.0276,0.0047,15616,7903,0.5061,0.1517,0.1517,0.026,4826,2416,0.5006,0.0469,0.0469,0.008,21024,3672,0.1747,0.2042,0.2042,0.035,5799,2914,0.5025,0.0563,0.0563,0.0097,85810,35503,0.4137,0.8333,0.8333,0.1429,High,604
CANL417PCS,400483,770160,1909997,1.9231,4.7692,2.48,22616,13029,0.5761,0.0565,0.0294,0.0118,9679,4866,0.5027,0.0242,0.0126,0.0051,36455,18680,0.5124,0.091,0.0473,0.0191,0,0,1.383,0.0,0.0,0.0,21192,10865,0.5127,0.0529,0.0275,0.0111,39959,20642,0.5166,0.0998,0.0519,0.0209,6815,2466,0.3618,0.017,0.0088,0.0036,0,0,0.5061,0.0,0.0,0.0,16038,8029,0.5006,0.04,0.0208,0.0084,136031,78615,0.5779,0.3397,0.1766,0.0712,19279,9692,0.5027,0.0481,0.025,0.0101,308064,166884,0.5417,0.7692,0.4,0.1613,High,647
CAO63QWXXK,32920,335182,5985,10.1817,0.1818,0.0179,1600,667,0.4169,0.0486,0.0048,0.2673,0,0,0.5033,0.0,0.0,0.0,3445,1735,0.5036,0.1046,0.0103,0.5756,0,0,0.4461,0.0,0.0,0.0,0,0,0.6703,0.0,0.0,0.0,4203,2165,0.5151,0.1277,0.0125,0.7023,1536,1033,0.6725,0.0467,0.0046,0.2566,7153,3620,0.5061,0.2173,0.0213,1.1952,192,96,0.5,0.0058,0.0006,0.0321,10209,5421,0.531,0.3101,0.0305,1.7058,1589,795,0.5003,0.0483,0.0047,0.2655,29927,15532,0.519,0.9091,0.0893,5.0003,No,618
CAO91O5JVP,92389,115486,169380,1.25,1.8333,1.4667,4289,2193,0.5113,0.0464,0.0371,0.0253,0,0,0.5008,0.0,0.0,0.0,11675,5896,0.505,0.1264,0.1011,0.0689,277,171,0.6173,0.003,0.0024,0.0016,0,0,0.4617,0.0,0.0,0.0,12790,6580,0.5145,0.1384,0.1107,0.0755,4528,3000,0.6625,0.049,0.0392,0.0267,0,0,0.506,0.0,0.0,0.0,5117,2562,0.5007,0.0554,0.0443,0.0302,32176,20607,0.6404,0.3483,0.2786,0.19,6139,3080,0.5017,0.0664,0.0532,0.0362,76991,44089,0.5727,0.8333,0.6667,0.4545,No,616
CAOJ2Y9OST,35145,492030,3905,14.0,0.1111,0.0079,1204,179,0.1487,0.0343,0.0024,0.3083,0,0,0.5032,0.0,0.0,0.0,5893,3002,0.5094,0.1677,0.012,1.5091,0,0,0.5008,0.0,0.0,0.0,0,0,0.5545,0.0,0.0,0.0,6567,3124,0.4757,0.1869,0.0133,1.6817,1348,528,0.3917,0.0384,0.0027,0.3452,12111,6129,0.5061,0.3446,0.0246,3.1014,297,135,0.4545,0.0085,0.0006,0.0761,8941,2536,0.2836,0.2544,0.0182,2.2896,2689,1354,0.5035,0.0765,0.0055,0.6886,39050,16987,0.435,1.1111,0.0794,10.0,No,691
CAQ739FLT2,18043,140735,9022,7.8,0.5,0.0641,634,394,0.6215,0.0351,0.0045,0.0703,0,0,0.5009,0.0,0.0,0.0,2784,1431,0.514,0.1543,0.0198,0.3086,0,0,0.781,0.0,0.0,0.0,0,0,0.5339,0.0,0.0,0.0,3419,1756,0.5136,0.1895,0.0243,0.379,2379,1195,0.5023,0.1319,0.0169,0.2637,0,0,0.5062,0.0,0.0,0.0,156,78,0.5,0.0086,0.0011,0.0173,7377,3588,0.4864,0.4089,0.0524,0.8177,1294,648,0.5008,0.0717,0.0092,0.1434,18043,9090,0.5038,1.0,0.1282,1.9999,No,661
CARBXZJTNU,38879,279929,31103,7.2,0.8,0.1111,2111,1191,0.5642,0.0543,0.0075,0.0679,0,0,0.5044,0.0,0.0,0.0,5106,2560,0.5014,0.1313,0.0182,0.1642,0,0,0.8654,0.0,0.0,0.0,426,221,0.5188,0.011,0.0015,0.0137,6402,3301,0.5156,0.1647,0.0229,0.2058,5297,2930,0.5531,0.1362,0.0189,0.1703,0,0,0.506,0.0,0.0,0.0,264,120,0.4545,0.0068,0.0009,0.0085,16863,8151,0.4834,0.4337,0.0602,0.5422,2410,1206,0.5004,0.062,0.0086,0.0775,38879,19680,0.5062,1.0,0.1389,1.25,Low,628
CATYQBEUOD,244030,732089,1690778,3.0,6.9286,2.3095,8228,255,0.031,0.0337,0.0112,0.0049,0,0,0.5036,0.0,0.0,0.0,23077,11714,0.5076,0.0946,0.0315,0.0136,0,0,0.4105,0.0,0.0,0.0,12023,5316,0.4422,0.0493,0.0164,0.0071,24050,11957,0.4972,0.0986,0.0329,0.0142,7320,1525,0.2083,0.03,0.01,0.0043,32503,16450,0.5061,0.1332,0.0444,0.0192,10043,5028,0.5006,0.0412,0.0137,0.0059,44964,8523,0.1896,0.1843,0.0614,0.0266,12099,6071,0.5018,0.0496,0.0165,0.0072,174307,66839,0.3835,0.7143,0.2381,0.1031,High,599
CAW58RRV0E,190628,1438373,762511,7.5454,4.0,0.5301,4314,1678,0.389,0.0226,0.003,0.0057,0,0,0.5008,0.0,0.0,0.0,6279,3670,0.5845,0.0329,0.0044,0.0082,0,0,1.1223,0.0,0.0,0.0,1770,820,0.4633,0.0093,0.0012,0.0023,45663,25925,0.5677,0.2395,0.0317,0.0599,13805,6335,0.4589,0.0724,0.0096,0.0181,43344,21936,0.5061,0.2274,0.0301,0.0568,4367,2186,0.5006,0.0229,0.003,0.0057,43273,27080,0.6258,0.227,0.0301,0.0568,10483,5268,0.5025,0.055,0.0073,0.0137,173298,94898,0.5476,0.9091,0.1205,0.2273,High,563
CAWNBDDTPE,69225,62932,75518,0.9091,1.0909,1.2,17944,13287,0.7405,0.2592,0.2851,0.2376,0,0,0.5008,0.0,0.0,0.0,18860,9628,0.5105,0.2724,0.2997,0.2497,0,0,0.6523,0.0,0.0,0.0,9857,4497,0.4562,0.1424,0.1566,0.1305,7719,4600,0.5959,0.1115,0.1227,0.1022,2851,1798,0.6307,0.0412,0.0453,0.0378,0,0,0.506,0.0,0.0,0.0,2582,1292,0.5004,0.0373,0.041,0.0342,0,0,0.5802,0.0,0.0,0.0,3119,1562,0.5008,0.0451,0.0496,0.0413,62932,36664,0.5826,0.9091,1.0,0.8333,High,606
CAY5TPXOPX,160589,334560,347942,2.0833,2.1667,1.04,5960,4482,0.752,0.0371,0.0178,0.0171,4214,2112,0.5012,0.0262,0.0126,0.0121,16100,8189,0.5086,0.1003,0.0481,0.0463,0,0,0.6215,0.0,0.0,0.0,0,0,0.4773,0.0,0.0,0.0,17366,8985,0.5174,0.1081,0.0519,0.0499,3099,2131,0.6876,0.0193,0.0093,0.0089,22683,11480,0.5061,0.1412,0.0678,0.0652,6424,2924,0.4552,0.04,0.0192,0.0185,49558,29121,0.5876,0.3086,0.1481,0.1424,8420,4220,0.5012,0.0524,0.0252,0.0242,133824,73644,0.5503,0.8333,0.4,0.3846,No,633
CB158JI24I,139458,964585,1917548,6.9167,13.75,1.988,3439,984,0.2861,0.0247,0.0036,0.0018,0,0,0.5021,0.0,0.0,0.0,5084,2605,0.5124,0.0365,0.0053,0.0027,0,0,0.6042,0.0,0.0,0.0,0,0,0.4661,0.0,0.0,0.0,31060,12454,0.401,0.2227,0.0322,0.0162,5035,1425,0.283,0.0361,0.0052,0.0026,41015,20757,0.5061,0.2941,0.0425,0.0214,3443,1379,0.4005,0.0247,0.0036,0.0018,17250,5168,0.2996,0.1237,0.0179,0.009,9889,4955,0.5011,0.0709,0.0103,0.0052,116215,49727,0.4279,0.8333,0.1205,0.0606,No,574
CB1IIK0G2Q,132275,553150,877825,4.1818,6.6364,1.587,8500,2396,0.2819,0.0643,0.0154,0.0097,0,0,0.5003,0.0,0.0,0.0,23058,11878,0.5151,0.1743,0.0417,0.0263,0,0,0.3395,0.0,0.0,0.0,0,0,0.4432,0.0,0.0,0.0,25179,13008,0.5166,0.1904,0.0455,0.0287,8687,1498,0.1724,0.0657,0.0157,0.0099,32614,16506,0.5061,0.2466,0.059,0.0372,10078,5045,0.5006,0.0762,0.0182,0.0115,0,0,0.5273,0.0,0.0,0.0,12134,6124,0.5047,0.0917,0.0219,0.0138,120250,56455,0.4695,0.9091,0.2174,0.137,No,625
CB1WVJIHVK,11459,5730,330019,0.5,28.8,57.5949,687,498,0.7249,0.06,0.1199,0.0021,4800,2401,0.5002,0.4189,0.8377,0.0145,1807,932,0.5158,0.1577,0.3154,0.0055,0,0,0.5931,0.0,0.0,0.0,719,334,0.4645,0.0627,0.1255,0.0022,2566,1331,0.5187,0.2239,0.4478,0.0078,333,135,0.4054,0.0291,0.0581,0.001,0,0,0.5064,0.0,0.0,0.0,0,0,0.5058,0.0,0.0,0.0,0,0,0.4144,0.0,0.0,0.0,547,274,0.5009,0.0477,0.0955,0.0017,11459,5905,0.5153,1.0,1.9998,0.0347,Low,378
